First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Kenneth,House,Buy,1265,DFW,ELP,First Class,4
Edward,Hernandez,Buy,806,ELP,HND,First Class,7
Tyrone,Johnston,Buy,958,LAX,ORL,First Class,3
Chad,Clark,Buy,1200,ELP,BOS,Main Cabin,8
Kimberly,Roberts,Buy,1176,ELP,LAX,Business Class,4
Rachel,Phillips,Buy,16,ORD,ELP,Business Class,7
Justin,Hawkins,Buy,210,ELP,BOS,Business Class,2
Rachel,Phillips,Buy,501,MEX,CJS,First Class,3
Gabriela,SigalaAcosta,Buy,171,CDG,ELP,Business Class,8
Krista,Blake,Buy,394,BOS,ELP,Main Cabin,6
Edward,Hernandez,Buy,1042,MEX,CJS,Main Cabin,7
Francisco,Moore,Buy,912,ELP,ORD,First Class,2
Lisa,Yu,Buy,890,ELP,CDG,Business Class,7
Gregory,Sullivan,Buy,676,LHR,ELP,Business Class,5
Kathleen,Hines,Buy,17,ORD,ELP,Main Cabin,7
Laura,Smith,Buy,152,BOS,LAX,First Class,8
Garab,Dorji,Buy,363,DFW,ELP,Business Class,2
Thomas,Elliott,Buy,695,LAX,BOS,First Class,1
Corey,Wilson,Buy,1312,MEX,CJS,Main Cabin,2
Michael,Williamson,Buy,162,ELP,YYZ,Business Class,8
Cynthia,Giles,Buy,77,YYZ,ELP,Business Class,8
Monica,Sullivan,Buy,897,HND,ELP,Main Cabin,6
Kaa,Disney,Buy,1186,ORD,ELP,Business Class,2
Kevin,Boone,Buy,332,BOS,LAX,Main Cabin,6
Michael,Moran,Buy,760,LAS,ELP,Main Cabin,2
Travis,Burton,Buy,925,ELP,JFK,First Class,7
Joanna,Trevino,Buy,675,LHR,ELP,Business Class,3
Julia,Young,Buy,922,ATL,ELP,Main Cabin,2
Randy,Keller,Buy,107,ORD,ELP,Main Cabin,5
Edward,Johnson,Buy,621,CDG,ELP,Main Cabin,8
Joseph,Macdonald,Buy,1325,LAX,BOS,Business Class,6
Jessica,Lloyd,Buy,1151,CUN,ELP,First Class,7
Jerry,Hampton,Buy,851,LAS,ELP,First Class,8
Kimberly,Garcia,Buy,90,ELP,DFW,First Class,3
John,Hill,Buy,823,ELP,ORD,Business Class,6
Joel,Arellano,Buy,726,ELP,LAX,First Class,1
Adam,Bass,Buy,200,ELP,ATL,Main Cabin,8
Marcia,Snyder,Buy,844,BOS,ELP,First Class,7
Isabella,Gaytan,Buy,1,ELP,DFW,Business Class,4
Garab,Dorji,Buy,97,ELP,LAX,First Class,8
Matthew,Gonzalez,Buy,404,ELP,LHR,First Class,6
Daniel,Summers,Buy,610,CUN,ELP,Main Cabin,5
Ashley,Morales,Buy,290,ELP,ATL,First Class,4
Elizabeth,Medina,Buy,96,ELP,LAX,First Class,1
Brooke,Maxwell,Buy,684,ORL,LAX,Main Cabin,3
Elizabeth,Dominguez,Buy,1349,HND,ELP,Main Cabin,7
Kimberly,Harris,Buy,401,LAS,ELP,Main Cabin,7
Donna,Travis,Buy,306,ELP,LAS,Business Class,5
Kristina,Patrick,Buy,864,ORL,LAX,First Class,2
Belle,Disney,Buy,156,ELP,CUN,Main Cabin,1
Kirsten,Robinson,Buy,1000,LAX,ELP,Main Cabin,4
Lance,Dominguez,Buy,862,MEX,CJS,First Class,5
Stephanie,Kirby,Buy,1185,ORD,ELP,Main Cabin,4
Kevin,Harrison,Buy,118,JFK,ELP,First Class,8
Brendan,Phillips,Buy,519,CUN,ELP,Main Cabin,4
Angela,Lang,Buy,282,ELP,ORD,Main Cabin,1
Marc,Driver,Buy,344,ELP,YYZ,Business Class,2
Terrence,Dixon,Buy,1346,ELP,HND,Main Cabin,6
Misty,Horton,Buy,300,ELP,BOS,Business Class,7
Michelle,Walsh,Buy,775,ORL,LAX,Business Class,4
Jafar,Aladdin,Buy,507,LAX,ORL,First Class,5
Roberto,Gutierrez,Buy,1182,ELP,ORD,Business Class,3
Nancy,Robles,Buy,883,ELP,YYZ,Business Class,7
Margaret,Smith,Buy,141,MEX,CJS,First Class,3
Daniel,Lucio,Buy,1093,ELP,ORD,First Class,5
Crystal,Young,Buy,204,ELP,JFK,First Class,4
Jesse,Dunn,Buy,879,CUN,ELP,First Class,4
Steven,Hernandez,Buy,592,MEX,CJS,Business Class,7
Joel,Welch,Buy,898,HND,ELP,First Class,5
Brian,Jensen,Buy,1222,MEX,CJS,First Class,8
Robin,Wilson,Buy,472,ATL,ELP,Main Cabin,8
Penny,Mcdaniel,Buy,104,ELP,ORD,Business Class,8
Elizabeth,Cordova,Buy,1114,BOS,ELP,Main Cabin,4
Justin,Hawkins,Buy,583,ELP,LHR,Business Class,3
Robert,Davis,Buy,776,ORL,LAX,Business Class,8
Lance,Dominguez,Buy,712,CDG,ELP,Business Class,5
Stephanie,Perry,Buy,510,BOS,LAX,Business Class,6
Lisa,Yu,Buy,790,CUN,ELP,Main Cabin,8
Linda,Miller,Buy,1060,CUN,ELP,Main Cabin,5
Edward,Jackson,Buy,668,ELP,LAS,First Class,1
Derek,Irwin,Buy,955,ORL,LAX,First Class,1
Michael,Williamson,Buy,597,LAX,ORL,Business Class,2
Mary,Church,Buy,1278,ELP,ATL,First Class,8
Philip,Holt,Buy,846,ELP,LAS,Main Cabin,4
Paul,Fisher,Buy,1038,CJS,MEX,Business Class,3
Michelle,Oliver,Buy,1024,BOS,ELP,Business Class,1
Christopher,Lucero,Buy,1116,ELP,LAS,Main Cabin,4
Renee,Bradley,Buy,420,BOS,LAX,Business Class,5
James,Pittman,Buy,50,CJS,MEX,Main Cabin,8
Phillip,Brown,Buy,977,YYZ,ELP,Main Cabin,6
Samantha,Cooper,Buy,302,ELP,BOS,First Class,4
John,White,Buy,24,ELP,JFK,Main Cabin,6
Christian,Ellis,Buy,849,LAS,ELP,Business Class,6
Austin,Griffin,Buy,707,YYZ,ELP,First Class,1
Ariel,Disney,Buy,823,ELP,ORD,First Class,2
Luis,Solomon,Buy,940,LAS,ELP,First Class,4
Susan,Alvarez,Buy,144,ORL,LAX,Business Class,6
Joel,Arellano,Buy,267,HND,ELP,First Class,2
Michelle,Wood,Buy,963,LAX,BOS,Business Class,5
Paula,Wyatt,Buy,982,CDG,ELP,First Class,4
Andres,Soto,Buy,604,LAX,BOS,Main Cabin,2
Becky,Gray,Buy,404,ELP,LHR,Main Cabin,6
Jasmine,Disney,Buy,696,ELP,CUN,Main Cabin,2
Jared,Perry,Buy,1236,ELP,CUN,Main Cabin,5
Kevin,Swanson,Buy,948,CJS,MEX,Business Class,7
Enrique,Munoz,Buy,1158,ELP,CDG,Business Class,2
Jesse,Montgomery,Buy,239,LAX,ORL,First Class,2
Alicia,Jenkins,Buy,56,ORL,LAX,Main Cabin,5
Casey,Navarro,Buy,1106,ELP,JFK,Business Class,8
Steven,Miller,Buy,192,ELP,ORD,Main Cabin,3
Peter,Pan,Buy,531,CDG,ELP,First Class,7
Michael,Moran,Buy,620,ELP,CDG,First Class,8
Michael,Cowan,Buy,198,ELP,ATL,Business Class,2
Ana,Andrade,Buy,967,ELP,CUN,First Class,1
Jennifer,Bailey,Buy,907,ELP,LAX,First Class,4
Chad,Clark,Buy,339,CUN,ELP,Main Cabin,5
Roberto,Gutierrez,Buy,151,BOS,LAX,Business Class,8
Jessica,Frye,Buy,423,LAX,BOS,First Class,2
Luis,Solomon,Buy,49,CJS,MEX,Business Class,6
Jacob,Contreras,Buy,571,ELP,BOS,First Class,4
Susan,Garcia,Buy,779,LAX,ORL,Business Class,7
Donald,Ramirez,Buy,1337,YYZ,ELP,Business Class,4
Miranda,Mason,Buy,885,YYZ,ELP,Main Cabin,3
Rachel,Vasquez,Buy,895,ELP,HND,Main Cabin,3
Dustin,Oliver,Buy,500,CJS,MEX,Main Cabin,1
Rachel,Phillips,Buy,135,LHR,ELP,Main Cabin,4
Kimberly,Mejia,Buy,1217,LHR,ELP,Business Class,1
Joe,Cochran,Buy,187,ELP,LAX,Business Class,3
Perry,Hill,Buy,661,ELP,BOS,Main Cabin,7
Michael,King,Buy,742,ATL,ELP,Main Cabin,8
Matthew,Mason,Buy,447,HND,ELP,First Class,6
Christopher,Berry,Buy,1150,CUN,ELP,Business Class,2
Christopher,Ortega,Buy,654,ELP,JFK,Business Class,8
James,Pittman,Buy,1182,ELP,ORD,Business Class,1
Christina,Walker,Buy,122,ELP,BOS,First Class,1
Sean,Hernandez,Buy,67,ELP,CUN,Business Class,3
Alexandra,Robinson,Buy,698,ELP,CUN,First Class,1
Hayden,Mcdaniel,Buy,817,ELP,LAX,Main Cabin,1
Christopher,Wright,Buy,336,ELP,CUN,Main Cabin,6
Kelly,Harris,Buy,227,LHR,ELP,Main Cabin,4
Brittany,Richard,Buy,802,CDG,ELP,Main Cabin,6
Brandon,Neal,Buy,575,BOS,ELP,Main Cabin,3
Sherri,Armstrong,Buy,758,ELP,LAS,First Class,8
Erin,Mejia,Buy,1145,LAX,BOS,First Class,4
Michelle,Wood,Buy,639,LAX,ELP,First Class,7
Maria,Mccarthy,Buy,883,ELP,YYZ,Main Cabin,2
Anita,Fletcher,Buy,204,ELP,JFK,First Class,1
Andrew,Garcia,Buy,658,JFK,ELP,Main Cabin,5
Robin,Wilson,Buy,1018,JFK,ELP,Business Class,2
Ryan,Peterson,Buy,685,ORL,LAX,First Class,2
Noah,Horne,Buy,831,ATL,ELP,Main Cabin,4
Shane,Miller,Buy,1147,ELP,CUN,Main Cabin,6
Kimberly,Kline,Buy,855,LHR,ELP,First Class,4
Krista,Blake,Buy,905,DFW,ELP,First Class,7
Austin,Lewis,Buy,98,ELP,LAX,Business Class,1
Ann,Miller,Buy,299,JFK,ELP,Business Class,4
Gregory,Carr,Buy,1141,BOS,LAX,Main Cabin,4
Michael,Nunez,Buy,906,ELP,LAX,Main Cabin,8
Brian,Rojas,Buy,826,ORD,ELP,Main Cabin,3
Tanya,Turner,Buy,842,ELP,BOS,Business Class,4
William,Evans,Buy,367,ELP,LAX,Main Cabin,2
Gregory,Maxwell,Buy,740,ELP,ATL,Main Cabin,5
Kaylee,Hale,Buy,932,ELP,BOS,Business Class,5
Nathan,Thompson,Buy,768,CJS,MEX,Main Cabin,2
Monica,Craig,Buy,989,HND,ELP,Business Class,1
Simba,Disney,Buy,443,CDG,ELP,Main Cabin,2
Diana,Matthews,Buy,1273,ELP,ORD,First Class,7
Karen,Zhang,Buy,1181,LAX,ELP,Main Cabin,3
Kevin,Scott,Buy,606,ELP,CUN,Business Class,3
Matthew,Gonzalez,Buy,1072,CDG,ELP,Business Class,5
Samuel,RamosSanchez,Buy,1244,ELP,YYZ,First Class,6
Natasha,Wheeler,Buy,31,ELP,BOS,Main Cabin,5
Kevin,Tran,Buy,919,ELP,ATL,Business Class,5
Darren,Gibbs,Buy,90,ELP,DFW,First Class,5
Theresa,Clark,Buy,354,ELP,HND,Main Cabin,4
Beth,Sharp,Buy,773,MEX,CJS,Main Cabin,4
Alison,Hicks,Buy,63,LAX,BOS,Main Cabin,3
Kyle,Taylor,Buy,634,DFW,ELP,First Class,6
Donna,Allen,Buy,1042,MEX,CJS,First Class,2
Brett,Higgins,Buy,166,YYZ,ELP,First Class,4
Nicholas,Copeland,Buy,15,ORD,ELP,Main Cabin,1
Chris,Jones,Buy,294,ELP,JFK,Business Class,7
Cory,Byrd,Buy,1283,ATL,ELP,First Class,3
Carmen,Petersen,Buy,444,ELP,HND,Business Class,8
Anthony,Brooks,Buy,74,ELP,YYZ,Business Class,6
Tanya,Davis,Buy,517,ELP,CUN,First Class,3
Julie,Alexander,Buy,583,ELP,LHR,Business Class,1
Dylan,Lopez,Buy,625,ELP,HND,Business Class,2
Scar,Lion,Buy,20,ELP,ATL,Business Class,8
Richard,Sullivan,Buy,914,ELP,ORD,Business Class,8
Jason,Burke,Buy,1146,ELP,CUN,Main Cabin,7
Cory,Byrd,Buy,44,ELP,LHR,Business Class,8
Dylan,Harris,Buy,144,ORL,LAX,First Class,6
Julie,Alexander,Buy,716,ELP,HND,Business Class,1
Austin,Lewis,Buy,852,ELP,LHR,Main Cabin,5
Karen,Thomas,Buy,1274,ELP,ORD,First Class,6
Maria,Mitchell,Buy,155,LAX,BOS,Main Cabin,8
Matthew,Campbell,Buy,1307,LHR,ELP,Business Class,3
Christopher,Coleman,Buy,301,ELP,BOS,Main Cabin,3
Taylor,Johnson,Buy,976,YYZ,ELP,First Class,3
Eric,Vazquez,Buy,359,HND,ELP,First Class,6
Sarah,Stanton,Buy,1071,CDG,ELP,First Class,8
Nicholas,Smith,Buy,312,ELP,LHR,Main Cabin,7
Thomas,Hall,Buy,379,ELP,ATL,First Class,6
Tiffany,Jones,Buy,370,LAX,ELP,Business Class,7
Angela,Walker,Buy,760,LAS,ELP,First Class,6
Lisa,Peters,Buy,1340,ELP,CDG,Business Class,1
Curtis,Phillips,Buy,983,CDG,ELP,Business Class,3
Kenneth,Davis,Buy,85,ELP,HND,Business Class,1
Amy,Mcpherson,Buy,1180,LAX,ELP,Business Class,8
Jessica,Ramirez,Buy,104,ELP,ORD,Main Cabin,5
Susan,Garcia,Buy,1016,ELP,JFK,Business Class,1
Ashley,Walker,Buy,892,CDG,ELP,First Class,7
Gregory,Short,Buy,600,BOS,LAX,First Class,5
Justin,Wilson,Buy,275,DFW,ELP,Main Cabin,6
Edward,Jackson,Buy,48,CJS,MEX,First Class,5
Thomas,Bonilla,Buy,1052,BOS,LAX,Main Cabin,5
Kevin,Boone,Buy,667,ELP,LAS,Main Cabin,5
Ana,Andrade,Buy,130,LAS,ELP,Business Class,1
Gail,Parker,Buy,293,ATL,ELP,First Class,2
Samantha,Cooper,Buy,751,ELP,BOS,First Class,4
Krista,Blake,Buy,1255,ELP,HND,Main Cabin,1
Dylan,Lopez,Buy,1015,ELP,JFK,Business Class,8
James,Morgan,Buy,1251,CDG,ELP,Main Cabin,8
Richard,Brown,Buy,1331,CUN,ELP,Main Cabin,4
Thomas,King,Buy,1122,ELP,LHR,Main Cabin,8
Ryan,Washington,Buy,872,BOS,LAX,First Class,1
Michael,Castillo,Buy,476,ELP,JFK,First Class,8
Keith,Ortiz,Buy,697,ELP,CUN,First Class,2
Paul,Fisher,Buy,991,ELP,DFW,First Class,5
Michael,Parrish,Buy,481,ELP,BOS,Main Cabin,8
Susan,Garcia,Buy,1162,CDG,ELP,First Class,8
Stephen,Ellis,Buy,443,CDG,ELP,Main Cabin,5
Danielle,Chavez,Buy,294,ELP,JFK,First Class,6
James,Mitchell,Buy,153,LAX,BOS,Business Class,3
Sherri,Armstrong,Buy,236,ORL,LAX,Business Class,8
Aurora,Disney,Buy,1059,CUN,ELP,Business Class,2
Donna,Travis,Buy,391,ELP,BOS,First Class,2
Sarah,Mosley,Buy,1055,LAX,BOS,Main Cabin,5
Robin,Watson,Buy,804,ELP,HND,Main Cabin,6
Nicholas,Jackson,Buy,758,ELP,LAS,First Class,6
Andrew,Atkins,Buy,103,ELP,ORD,Business Class,1
Ian,Rybak,Buy,1027,ELP,LAS,Business Class,4
Jessica,Ramirez,Buy,1057,ELP,CUN,First Class,2
Patricia,Glenn,Buy,1283,ATL,ELP,Main Cabin,4
Donald,Ramirez,Buy,419,LAX,ORL,Business Class,6
Douglas,Mckay,Buy,426,ELP,CUN,First Class,1
Stephen,Villegas,Buy,777,LAX,ORL,First Class,4
Teresa,Stewart,Buy,1132,MEX,CJS,Business Class,7
Terrence,Dixon,Buy,160,CUN,ELP,First Class,2
Megan,Smith,Buy,1119,LAS,ELP,Main Cabin,7
Kylie,Summers,Buy,502,MEX,CJS,Main Cabin,2
George,Gilbert,Buy,1166,ELP,HND,First Class,5
Lisa,Gaines,Buy,828,ELP,ATL,First Class,6
Carmen,Hays,Buy,658,JFK,ELP,Business Class,8
Kevin,Swanson,Buy,751,ELP,BOS,Main Cabin,3
Heidi,Page,Buy,332,BOS,LAX,First Class,3
Steven,Hernandez,Buy,1056,ELP,CUN,Business Class,3
Melissa,Mccormick,Buy,1191,ATL,ELP,First Class,3
Vincent,Harrison,Buy,648,ELP,ATL,First Class,2
Ronald,Martinez,Buy,1070,ELP,CDG,Business Class,5
George,Proctor,Buy,247,ELP,CUN,Main Cabin,8
Brandy,Valenzuela,Buy,64,LAX,BOS,Main Cabin,3
Ian,Islas,Buy,658,JFK,ELP,First Class,3
Daniel,Summers,Buy,792,ELP,YYZ,First Class,6
Laurie,Johnson,Buy,1254,ELP,HND,Business Class,4
Misty,Horton,Buy,554,ELP,ORD,First Class,3
Amber,Sellers,Buy,674,ELP,LHR,Business Class,5
Steven,Cabrera,Buy,1131,MEX,CJS,Business Class,7
Ruben,Edwards,Buy,661,ELP,BOS,Main Cabin,1
Lisa,Yu,Buy,249,CUN,ELP,Main Cabin,4
Darlene,Russell,Buy,865,ORL,LAX,Business Class,4
Jeffrey,Marquez,Buy,570,ELP,BOS,Business Class,4
Dakota,Harper,Buy,1054,LAX,BOS,First Class,5
Barbara,Robertson,Buy,907,ELP,LAX,Main Cabin,3
Erika,Lopez,Buy,578,ELP,LAS,Business Class,6
Grace,Kelley,Buy,797,YYZ,ELP,First Class,6
Maria,Kelly,Buy,79,ELP,CDG,Main Cabin,4
Christopher,Sanford,Buy,6,ELP,LAX,Business Class,7
Aladdin,Disney,Buy,1341,CDG,ELP,First Class,1
Jeremy,Alvarez,Buy,478,JFK,ELP,First Class,2
Alexis,Acosta,Buy,158,ELP,CUN,Main Cabin,6
Jessica,Smith,Buy,1078,HND,ELP,First Class,2
James,Morgan,Buy,1182,ELP,ORD,Business Class,3
Alison,Hicks,Buy,62,BOS,LAX,First Class,8
Brandon,Dillon,Buy,381,ATL,ELP,Main Cabin,5
Jorge,Huerta,Buy,338,ELP,CUN,Business Class,6
Lawrence,Price,Buy,1150,CUN,ELP,Main Cabin,2
Michelle,Wood,Buy,756,ELP,LAS,Business Class,6
Kylie,Summers,Buy,962,BOS,LAX,First Class,1
Devin,Diaz,Buy,190,LAX,ELP,First Class,3
Daniel,Smith,Buy,432,ELP,YYZ,Main Cabin,6
Phillip,Richardson,Buy,1030,LAS,ELP,First Class,8
Debra,Raymond,Buy,667,ELP,LAS,Business Class,7
Alexandra,Cook,Buy,378,ELP,ATL,Business Class,7
Elizabeth,Medina,Buy,996,ELP,LAX,First Class,8
Tyler,Evans,Buy,787,ELP,CUN,Business Class,4
Ronald,Parker,Buy,51,MEX,CJS,Main Cabin,3
Travis,Mcdonald,Buy,1170,ELP,DFW,Main Cabin,3
Steven,Miller,Buy,820,LAX,ELP,Business Class,2
Sarah,Taylor,Buy,374,ELP,ORD,Business Class,1
Christina,Villanueva,Buy,380,ELP,ATL,First Class,7
Gabriel,Sanders,Buy,384,ELP,JFK,Business Class,8
John,Blair,Buy,694,LAX,BOS,First Class,4
Jeffrey,Best,Buy,494,ELP,LHR,Business Class,8
Steven,Cabrera,Buy,257,YYZ,ELP,Main Cabin,7
Krista,Blake,Buy,1096,ORD,ELP,First Class,8
Adam,Bass,Buy,961,BOS,LAX,First Class,6
Kayla,Morgan,Buy,1024,BOS,ELP,Main Cabin,1
Loretta,Phillips,Buy,75,YYZ,ELP,Main Cabin,8
Robert,Wu,Buy,1036,LHR,ELP,First Class,2
Thomas,Bonilla,Buy,1034,ELP,LHR,First Class,5
Brett,Mathis,Buy,724,DFW,ELP,First Class,5
Gabriela,SigalaAcosta,Buy,130,LAS,ELP,Main Cabin,4
Amber,Conley,Buy,778,LAX,ORL,Business Class,1
Amy,Morse,Buy,997,ELP,LAX,Business Class,6
Christian,Ellis,Buy,1252,CDG,ELP,Business Class,2
Penny,Mcdaniel,Buy,1168,HND,ELP,Business Class,4
Debra,Raymond,Buy,356,ELP,HND,First Class,8
James,Watson,Buy,583,ELP,LHR,First Class,8
Terri,Strickland,Buy,1275,ORD,ELP,Main Cabin,5
Mark,Gonzalez,Buy,1280,ELP,ATL,Business Class,7
Allison,Weaver,Buy,1179,LAX,ELP,Main Cabin,1
Tiffany,Davis,Buy,241,BOS,LAX,Main Cabin,6
Darlene,Shaw,Buy,286,ORD,ELP,Main Cabin,5
Sandra,Sutton,Buy,635,DFW,ELP,Main Cabin,1
Anita,Fletcher,Buy,425,LAX,BOS,Business Class,2
Joel,Arellano,Buy,920,ELP,ATL,Business Class,4
Alexandra,Cook,Buy,607,ELP,CUN,Business Class,6
Phillip,Meyer,Buy,1213,ELP,LHR,Main Cabin,6
Alexandra,Simpson,Buy,177,HND,ELP,First Class,4
Holly,Cruz,Buy,557,ORD,ELP,First Class,4
Sherri,Velasquez,Buy,214,BOS,ELP,Business Class,1
Gail,Parker,Buy,881,CUN,ELP,Business Class,5
Michael,Moran,Buy,938,ELP,LAS,Main Cabin,6
Anna,Davis,Buy,65,LAX,BOS,Business Class,8
Charles,Chambers,Buy,1287,JFK,ELP,Main Cabin,6
Scott,Rose,Buy,6,ELP,LAX,Business Class,1
Thomas,Bonilla,Buy,453,DFW,ELP,Main Cabin,5
Catherine,Mann,Buy,633,DFW,ELP,Main Cabin,7
Michelle,Griffin,Buy,132,ELP,LHR,Business Class,4
Jose,Smith,Buy,1064,ELP,YYZ,First Class,7
Michael,Williamson,Buy,1189,ELP,ATL,First Class,7
Joseph,Macdonald,Buy,1086,ELP,LAX,Main Cabin,8
April,Lopez,Buy,931,ELP,BOS,First Class,5
Bryan,Arriaga,Buy,557,ORD,ELP,First Class,8
Ricky,Gardner,Buy,184,DFW,ELP,Main Cabin,7
Tanya,Johnson,Buy,36,ELP,LAS,Main Cabin,1
Ryan,Washington,Buy,67,ELP,CUN,Business Class,8
Ryan,Sullivan,Buy,893,CDG,ELP,Business Class,1
Kimberly,Martinez,Buy,1050,BOS,LAX,First Class,8
Christopher,Wright,Buy,806,ELP,HND,Business Class,5
Stacey,Paul,Buy,1023,BOS,ELP,Main Cabin,4
Renee,Zimmerman,Buy,1095,ORD,ELP,Main Cabin,7
Richard,Torres,Buy,253,ELP,YYZ,Business Class,2
Zachary,Ellison,Buy,901,ELP,DFW,Business Class,5
Gregory,Short,Buy,1200,ELP,BOS,Business Class,6
Jon,Lopez,Buy,723,DFW,ELP,Business Class,7
Heidi,Page,Buy,935,BOS,ELP,Business Class,5
Michael,Flores,Buy,437,YYZ,ELP,Business Class,6
Ricardo,Rodriguez,Buy,1228,LAX,ORL,Business Class,4
Curtis,Phillips,Buy,159,CUN,ELP,Business Class,7
Melanie,Kirk,Buy,1016,ELP,JFK,First Class,3
Diana,Garcia,Buy,522,ELP,YYZ,First Class,5
Gerald,Beltran,Buy,1021,ELP,BOS,First Class,8
Gary,Smith,Buy,628,HND,ELP,Business Class,3
Donald,Haynes,Buy,751,ELP,BOS,First Class,5
Pinocchio,Disney,Buy,355,ELP,HND,Business Class,5
Emily,Jackson,Buy,794,ELP,YYZ,First Class,5
Nancy,Morgan,Buy,565,ELP,JFK,Business Class,7
Emily,Chang,Buy,744,ELP,JFK,First Class,7
Jessica,Lloyd,Buy,464,ELP,ORD,Business Class,2
Jerry,Smith,Buy,966,ELP,CUN,Main Cabin,6
Douglas,Hernandez,Buy,1173,DFW,ELP,Business Class,6
Minnie,Mouse,Buy,539,HND,ELP,First Class,6
Sean,Hull,Buy,615,YYZ,ELP,First Class,4
Daniel,Hampton,Buy,280,LAX,ELP,First Class,6
Anthony,Kramer,Buy,226,LHR,ELP,First Class,4
Victoria,White,Buy,1155,YYZ,ELP,Main Cabin,3
Michael,Murray,Buy,1170,ELP,DFW,First Class,1
Shawn,Lee,Buy,902,ELP,DFW,Business Class,5
Tanya,Kent,Buy,465,ORD,ELP,Main Cabin,4
Ronald,Parker,Buy,101,LAX,ELP,First Class,8
Evil,Queen,Buy,451,ELP,DFW,Business Class,3
Beverly,Johnson,Buy,939,LAS,ELP,Main Cabin,3
Kim,Contreras,Buy,841,ELP,BOS,Main Cabin,2
Sandra,Sutton,Buy,1136,ORL,LAX,Business Class,4
Kayla,Smith,Buy,960,BOS,LAX,Main Cabin,5
Susan,Davis,Buy,693,LAX,BOS,Business Class,5
Alison,Hicks,Buy,993,DFW,ELP,Main Cabin,5
Victor,Harris,Buy,312,ELP,LHR,Business Class,7
Charles,Chambers,Buy,812,ELP,DFW,Main Cabin,4
Erik,Case,Buy,375,ORD,ELP,First Class,3
Jacob,Williams,Buy,733,ELP,ORD,First Class,8
Michelle,Pruitt,Buy,254,ELP,YYZ,First Class,6
Mark,Richards,Buy,759,LAS,ELP,Main Cabin,7
Keith,Ellis,Buy,757,ELP,LAS,Business Class,4
Kristen,Martinez,Buy,609,CUN,ELP,Main Cabin,1
Vanessa,Carson,Buy,725,DFW,ELP,First Class,7
Joanna,Trevino,Buy,489,LAS,ELP,Main Cabin,6
Kathryn,Perez,Buy,690,BOS,LAX,Business Class,8
Jerry,Curtis,Buy,173,CDG,ELP,First Class,8
Jerry,Gamble,Buy,1242,ELP,YYZ,First Class,5
Brian,Jacobson,Buy,1063,ELP,YYZ,First Class,5
Keith,Ellis,Buy,254,ELP,YYZ,Business Class,1
Deanna,Cummings,Buy,39,LAS,ELP,First Class,2
Ryan,Washington,Buy,208,JFK,ELP,Main Cabin,4
Megan,Noble,Buy,676,LHR,ELP,Main Cabin,3
Jennifer,Carr,Buy,774,ORL,LAX,Business Class,8
Christopher,Raymond,Buy,284,ELP,ORD,Main Cabin,4
Angela,Mcintyre,Buy,698,ELP,CUN,Business Class,1
Wesley,Williamson,Buy,603,LAX,BOS,Business Class,1
Chad,Green,Buy,1020,ELP,BOS,Business Class,3
Brandon,Miller,Buy,1291,ELP,BOS,Business Class,4
April,Turner,Buy,622,CDG,ELP,Main Cabin,5
Donald,Duck,Buy,424,LAX,BOS,First Class,7
Destiny,Ferguson,Buy,1076,ELP,HND,Business Class,5
Courtney,Olsen,Buy,944,ELP,LHR,First Class,5
Brandon,CartwrightLi,Buy,339,CUN,ELP,First Class,2
James,Brennan,Buy,734,ELP,ORD,Business Class,1
Sara,Fox,Buy,1035,LHR,ELP,Business Class,8
Alberto,Villegas,Buy,999,LAX,ELP,Main Cabin,8
Jessica,Moore,Buy,37,ELP,LAS,First Class,8
Ian,Rybak,Buy,526,YYZ,ELP,Business Class,8
Robert,Flores,Buy,618,ELP,CDG,Main Cabin,7
Christopher,Sanford,Buy,370,LAX,ELP,First Class,2
Philip,Collins,Buy,1070,ELP,CDG,Main Cabin,2
Angela,English,Buy,716,ELP,HND,Main Cabin,6
Beth,Sharp,Buy,373,ELP,ORD,First Class,8
Rose,Burgess,Buy,291,ATL,ELP,Main Cabin,7
Kelly,Wilson,Buy,1127,LHR,ELP,Business Class,5
Cassandra,Cook,Buy,990,ELP,DFW,First Class,5
Jerry,Curtis,Buy,1090,LAX,ELP,Business Class,6
Thomas,Bonilla,Buy,435,YYZ,ELP,Main Cabin,1
Perry,Hill,Buy,79,ELP,CDG,First Class,2
Angela,Lang,Buy,88,HND,ELP,First Class,2
Mulan,Disney,Buy,750,ELP,BOS,First Class,7
David,Gross,Buy,165,YYZ,ELP,Main Cabin,6
John,House,Buy,1021,ELP,BOS,Main Cabin,1
Gabriel,Terrazas,Buy,209,JFK,ELP,Business Class,3
Julie,Shaw,Buy,490,LAS,ELP,Business Class,5
Andrew,Marshall,Buy,185,DFW,ELP,Main Cabin,8
Melissa,Mccormick,Buy,410,CJS,MEX,Business Class,3
Lauren,Neal,Buy,18,ELP,ATL,Main Cabin,2
Austin,Lewis,Buy,3,DFW,ELP,Business Class,5
Matthew,Mason,Buy,1235,LAX,BOS,First Class,2
Ashley,Romero,Buy,370,LAX,ELP,Business Class,7
Laura,Smith,Buy,1204,BOS,ELP,First Class,2
Jasmine,Ramirez,Buy,596,ORL,LAX,Main Cabin,5
Daniel,Summers,Buy,480,ELP,BOS,Business Class,3
Megan,Noble,Buy,649,ELP,ATL,First Class,8
