Username,ID,Money Available,Role,Password,First Name,DOB,Flights Purchased,MinerAirlines Membership,Last Name
jodysanchez,866,2717.79,Employee,Fun!23,Jody,8/11/57,0,TRUE,Sanchez
stephaniemcdonald,97,12824.46,Employee,Fun!23,Stephanie,8/26/57,0,TRUE,Mcdonald
bethsharp,635,8616.5,Employee,Fun!23,Beth,9/3/57,0,FALSE,Sharp
teresataylor,789,7852.52,Employee,Fun!23,Teresa,10/7/57,0,FALSE,Taylor
darinbaker,599,8600.51,Employee,Fun!23,Darin,12/7/57,0,FALSE,Baker
evilqueen,29,14810.91,Customer,Fun!23,Evil,1/1/58,0,TRUE,Queen
kristablake,428,12841.6,Employee,Fun!23,Krista,1/20/58,0,TRUE,Blake
dylanlopez,568,8503.64,Employee,Fun!23,Dylan,2/14/58,0,FALSE,Lopez
kristinesmith,857,6279.68,Employee,Fun!23,Kristine,3/12/58,0,FALSE,Smith
suzannekennedy,945,5400.21,Employee,Fun!23,Suzanne,7/4/58,0,FALSE,Kennedy
jonlopez,447,10912.84,Employee,Fun!23,Jon,8/8/58,0,TRUE,Lopez
markstewart,795,4651.9,Employee,Fun!23,Mark,12/8/58,0,TRUE,Stewart
ricardorodriguez,407,12041.16,Employee,Fun!23,Ricardo,3/8/59,0,TRUE,Rodriguez
kristyhoover,291,6408.05,Employee,Fun!23,Kristy,4/1/59,0,FALSE,Hoover
nicholascopeland,643,4915.5,Employee,Fun!23,Nicholas,7/1/59,0,TRUE,Copeland
brandyvalenzuela,546,7637.01,Employee,Fun!23,Brandy,9/26/59,0,FALSE,Valenzuela
matthewkhan,924,11254.68,Employee,Fun!23,Matthew,11/3/59,0,FALSE,Khan
mindyross,873,3762.91,Employee,Fun!23,Mindy,12/6/59,0,TRUE,Ross
franciscomoore,321,3653.18,Employee,Fun!23,Francisco,12/31/59,0,FALSE,Moore
brittanynielsen,498,9452.38,Employee,Fun!23,Brittany,1/7/60,0,FALSE,Nielsen
matthewporter,494,8456.75,Employee,Fun!23,Matthew,2/2/60,0,TRUE,Porter
wendyphillips,1031,10698.49,Employee,Fun!23,Wendy,2/23/60,0,FALSE,Phillips
dianagarcia,41,5349.72,Employee,Fun!23,Diana,2/27/60,0,FALSE,Garcia
samanthamay,235,6956.5,Employee,Fun!23,Samantha,4/3/60,0,TRUE,May
kevintran,843,14182.93,Employee,Fun!23,Kevin,5/13/60,0,FALSE,Tran
brianhayes,344,14549.8,Employee,Fun!23,Brian,7/19/60,0,FALSE,Hayes
anthonysims,396,13709.46,Employee,Fun!23,Anthony,8/26/60,0,FALSE,Sims
kevinswanson,363,9618.43,Employee,Fun!23,Kevin,9/13/60,0,TRUE,Swanson
maryanderson,966,3908.45,Employee,Fun!23,Mary,10/17/60,0,FALSE,Anderson
jonathanmartinez,807,11563.53,Employee,Fun!23,Jonathan,11/7/60,0,TRUE,Martinez
ryanwashington,956,4965.37,Employee,Fun!23,Ryan,11/29/60,0,TRUE,Washington
elizabethalvarez,384,8077.6,Employee,Fun!23,Elizabeth,2/2/61,0,FALSE,Alvarez
michaelrobinson,493,13337.68,Employee,Fun!23,Michael,3/4/61,0,FALSE,Robinson
michelleramirez,591,4321.48,Employee,Fun!23,Michelle,4/16/61,0,TRUE,Ramirez
johndavis,708,10715.07,Employee,Fun!23,John,5/3/61,0,FALSE,Davis
hollydavidson,800,10461.2,Employee,Fun!23,Holly,5/16/61,0,FALSE,Davidson
chrisking,286,4908.84,Employee,Fun!23,Chris,5/20/61,0,FALSE,King
michealsanders,798,3891.93,Employee,Fun!23,Micheal,7/11/61,0,FALSE,Sanders
stevencabrera,441,9997.12,Employee,Fun!23,Steven,8/20/61,0,FALSE,Cabrera
stephanieperry,977,7010.95,Employee,Fun!23,Stephanie,8/22/61,0,FALSE,Perry
laurenneal,162,7252.78,Employee,Fun!23,Lauren,9/9/61,0,FALSE,Neal
kimbuckley,196,5423.56,Employee,Fun!23,Kim,9/16/61,0,TRUE,Buckley
lorijohnson,775,13259.01,Employee,Fun!23,Lori,10/21/61,0,FALSE,Johnson
jessicaanderson,491,6078.68,Employee,Fun!23,Jessica,11/6/61,0,FALSE,Anderson
mercedesnichols,634,14562.07,Employee,Fun!23,Mercedes,11/17/61,0,TRUE,Nichols
anaandrade,941,3907.86,Employee,Fun!23,Ana,11/28/61,0,FALSE,Andrade
lindamiller,844,6898.47,Employee,Fun!23,Linda,11/29/61,0,FALSE,Miller
randykeller,424,4054.3,Employee,Fun!23,Randy,2/1/62,0,TRUE,Keller
tamialexander,294,6753.99,Employee,Fun!23,Tami,2/13/62,0,FALSE,Alexander
auroradisney,14,13901.06,Customer,Fun!23,Aurora,7/18/62,0,TRUE,Disney
heidibarker,355,6350.22,Employee,Fun!23,Heidi,8/28/62,0,TRUE,Barker
jeffray,590,3915.05,Employee,Fun!23,Jeff,9/4/62,0,TRUE,Ray
joshuameadows,382,6152.46,Employee,Fun!23,Joshua,9/21/62,0,TRUE,Meadows
joseevans,490,5219.77,Employee,Fun!23,Jose,10/2/62,0,TRUE,Evans
patriciamcdonald,786,11368.29,Employee,Fun!23,Patricia,11/9/62,0,FALSE,Mcdonald
danielhampton,134,7575.12,Employee,Fun!23,Daniel,11/16/62,0,FALSE,Hampton
jessicamoore,249,4823.37,Employee,Fun!23,Jessica,2/9/63,0,TRUE,Moore
garysmith,706,4740.44,Employee,Fun!23,Gary,2/23/63,0,FALSE,Smith
paulsalas,992,4876.83,Employee,Fun!23,Paul,4/22/63,0,FALSE,Salas
jacobnorton,845,12247.69,Employee,Fun!23,Jacob,5/1/63,0,TRUE,Norton
robertdavis,275,10762.35,Employee,Fun!23,Robert,8/25/63,0,TRUE,Davis
monicadavenport,127,6447.5,Employee,Fun!23,Monica,11/7/63,0,TRUE,Davenport
philipholt,849,12189.3,Employee,Fun!23,Philip,1/10/64,0,FALSE,Holt
christophernorris,117,10253.57,Employee,Fun!23,Christopher,1/18/64,0,FALSE,Norris
marychapman,512,4434.1,Employee,Fun!23,Mary,2/5/64,0,TRUE,Chapman
christineellis,691,8707.5,Employee,Fun!23,Christine,2/8/64,0,FALSE,Ellis
timothyjohnson,791,3934.51,Employee,Fun!23,Timothy,2/28/64,0,FALSE,Johnson
toddbrooks,144,9642.58,Employee,Fun!23,Todd,7/1/64,0,FALSE,Brooks
richardbrown,180,2248,Employee,Fun!23,Richard,8/11/64,0,TRUE,Brown
emilychang,901,2295.56,Employee,Fun!23,Emily,12/10/64,0,TRUE,Chang
jameswatson,916,4578.94,Employee,Fun!23,James,1/27/65,0,TRUE,Watson
nicholassmith,854,6018.09,Employee,Fun!23,Nicholas,2/20/65,0,FALSE,Smith
kennethhouse,869,4343.65,Employee,Fun!23,Kenneth,2/28/65,0,FALSE,House
crystalwalker,118,2827.19,Employee,Fun!23,Crystal,3/18/65,0,FALSE,Walker
carriebennett,369,7339.59,Employee,Fun!23,Carrie,3/26/65,0,TRUE,Bennett
amyhall,955,7397.78,Employee,Fun!23,Amy,7/21/65,0,FALSE,Hall
josephfritz,824,10872.34,Employee,Fun!23,Joseph,7/26/65,0,FALSE,Fritz
darrelljones,953,14469.16,Employee,Fun!23,Darrell,9/4/65,0,FALSE,Jones
brittneydaniel,749,7337,Employee,Fun!23,Brittney,9/9/65,0,TRUE,Daniel
michelecummings,387,11992.33,Employee,Fun!23,Michele,1/6/66,0,TRUE,Cummings
kathysmith,788,3542.04,Employee,Fun!23,Kathy,1/9/66,0,FALSE,Smith
brittanyrichard,668,8026.48,Employee,Fun!23,Brittany,1/15/66,0,FALSE,Richard
christopherjones,358,9940.18,Employee,Fun!23,Christopher,1/21/66,0,TRUE,Jones
shanemiller,131,5816.67,Employee,Fun!23,Shane,3/3/66,0,TRUE,Miller
anthonydalton,461,9117.25,Employee,Fun!23,Anthony,3/28/66,0,TRUE,Dalton
lindsaywebster,323,7364.79,Employee,Fun!23,Lindsay,4/3/66,0,TRUE,Webster
sarafox,762,7106.08,Employee,Fun!23,Sara,5/27/66,0,TRUE,Fox
michaelwilliams,277,13199.08,Employee,Fun!23,Michael,7/14/66,0,FALSE,Williams
barbarajones,470,14547.6,Employee,Fun!23,Barbara,7/14/66,0,TRUE,Jones
jameshammond,191,6120.89,Employee,Fun!23,James,7/26/66,0,FALSE,Hammond
juliajones,671,4217.61,Employee,Fun!23,Julia,8/4/66,0,TRUE,Jones
aladdindisney,11,4182.53,Customer,Fun!23,Aladdin,11/3/66,0,TRUE,Disney
davidsummers,757,4185.87,Employee,Fun!23,David,12/4/66,0,TRUE,Summers
daniellucio,59,7520.47,Employee,Fun!23,Daniel,2/26/67,0,TRUE,Lucio
alyssasmith,593,13761.12,Employee,Fun!23,Alyssa,3/1/67,0,FALSE,Smith
arianalara,226,3736.63,Employee,Fun!23,Ariana,4/2/67,0,TRUE,Lara
kellywilson,910,6831.67,Employee,Fun!23,Kelly,5/20/67,0,TRUE,Wilson
robinwatson,526,11888.88,Employee,Fun!23,Robin,6/5/67,0,TRUE,Watson
kristalambert,642,4552.75,Employee,Fun!23,Krista,6/7/67,0,TRUE,Lambert
paulawyatt,130,12971.84,Employee,Fun!23,Paula,6/29/67,0,TRUE,Wyatt
garypark,836,5535.53,Employee,Fun!23,Gary,3/3/68,0,TRUE,Park
rhondakane,373,14705.53,Employee,Fun!23,Rhonda,3/12/68,0,TRUE,Kane
davidcox,650,14109.04,Employee,Fun!23,David,6/2/68,0,FALSE,Cox
mariamccarthy,228,7747.23,Employee,Fun!23,Maria,6/3/68,0,FALSE,Mccarthy
brendadouglas,317,8860.32,Employee,Fun!23,Brenda,6/12/68,0,FALSE,Douglas
sarahgriffin,683,10311.54,Employee,Fun!23,Sarah,8/11/68,0,TRUE,Griffin
jerryrodriguez,975,2862.93,Employee,Fun!23,Jerry,8/27/68,0,TRUE,Rodriguez
travisburton,693,14594.75,Employee,Fun!23,Travis,10/19/68,0,FALSE,Burton
virginiaphelps,216,8433.7,Employee,Fun!23,Virginia,11/13/68,0,FALSE,Phelps
karldavis,859,6531.64,Employee,Fun!23,Karl,1/9/69,0,TRUE,Davis
ruthponce,927,10460.34,Employee,Fun!23,Ruth,2/19/69,0,TRUE,Ponce
davidwright,254,6101.96,Employee,Fun!23,David,2/27/69,0,FALSE,Wright
sarahjones,669,9953.96,Employee,Fun!23,Sarah,3/4/69,0,FALSE,Jones
jessicafrye,499,2705.21,Employee,Fun!23,Jessica,4/1/69,0,FALSE,Frye
sharongillespie,936,8689.54,Employee,Fun!23,Sharon,4/10/69,0,FALSE,Gillespie
patrickbennett,785,4204.58,Employee,Fun!23,Patrick,5/4/69,0,FALSE,Bennett
jeremyfoster,763,5536,Employee,Fun!23,Jeremy,5/15/69,0,TRUE,Foster
markramos,189,12293,Employee,Fun!23,Mark,6/25/69,0,TRUE,Ramos
ginaswanson,655,6435.76,Employee,Fun!23,Gina,7/6/69,0,FALSE,Swanson
nicolejohnson,417,9101.82,Employee,Fun!23,Nicole,7/29/69,0,FALSE,Johnson
phillipbrown,583,6819.73,Employee,Fun!23,Phillip,8/6/69,0,TRUE,Brown
stephaniewilliams,888,9231.27,Employee,Fun!23,Stephanie,1/2/70,0,FALSE,Williams
annagutierrez,239,2661.31,Employee,Fun!23,Anna,4/4/70,0,FALSE,Gutierrez
matthewperez,290,4896,Employee,Fun!23,Matthew,8/23/70,0,FALSE,Perez
kimcontreras,523,4356.71,Employee,Fun!23,Kim,10/12/70,0,TRUE,Contreras
rachelroberson,412,12779.99,Employee,Fun!23,Rachel,10/13/70,0,FALSE,Roberson
allenarnold,638,11892.24,Employee,Fun!23,Allen,2/8/71,0,FALSE,Arnold
briangates,603,13781.75,Employee,Fun!23,Brian,2/22/71,0,FALSE,Gates
staceypaul,329,12306.44,Employee,Fun!23,Stacey,2/26/71,0,TRUE,Paul
chrisholden,260,7147.39,Employee,Fun!23,Chris,3/11/71,0,FALSE,Holden
deansmith,376,11094.57,Employee,Fun!23,Dean,4/24/71,0,FALSE,Smith
debraraymond,796,2411.2,Employee,Fun!23,Debra,6/22/71,0,FALSE,Raymond
sarahmosley,351,6532.34,Employee,Fun!23,Sarah,6/28/71,0,TRUE,Mosley
stephenpeters,1028,8800.13,Employee,Fun!23,Stephen,7/6/71,0,FALSE,Peters
pennymcdaniel,902,9974.03,Employee,Fun!23,Penny,8/17/71,0,FALSE,Mcdaniel
markrogers,644,7678,Employee,Fun!23,Mark,10/26/71,0,TRUE,Rogers
bryanfields,776,7227.72,Employee,Fun!23,Bryan,1/23/72,0,FALSE,Fields
ashleygilmore,38,12929.44,Employee,Fun!23,Ashley,2/3/72,0,TRUE,Gilmore
elizabethcordova,357,13215.34,Employee,Fun!23,Elizabeth,2/10/72,0,TRUE,Cordova
angelicabruce,270,12145.76,Employee,Fun!23,Angelica,4/17/72,0,TRUE,Bruce
shanearnold,380,7212.73,Employee,Fun!23,Shane,9/13/72,0,FALSE,Arnold
amymcpherson,503,4761.63,Employee,Fun!23,Amy,11/30/72,0,TRUE,Mcpherson
michaelwhite,185,10275.77,Employee,Fun!23,Michael,12/21/72,0,TRUE,White
erinbarton,1027,13574.75,Employee,Fun!23,Erin,1/8/73,0,FALSE,Barton
melissajohnson,811,10885.51,Employee,Fun!23,Melissa,1/25/73,0,FALSE,Johnson
alexandercarter,532,14188.67,Employee,Fun!23,Alexander,3/30/73,0,TRUE,Carter
brandonflores,659,9856.03,Employee,Fun!23,Brandon,4/3/73,0,TRUE,Flores
natashawheeler,370,10942.81,Employee,Fun!23,Natasha,5/26/73,0,FALSE,Wheeler
anthonyadams,713,2189.06,Employee,Fun!23,Anthony,10/25/73,0,FALSE,Adams
tonyaelliott,1020,10823.05,Employee,Fun!23,Tonya,11/2/73,0,TRUE,Elliott
lisamiller,679,12805.89,Employee,Fun!23,Lisa,11/29/73,0,TRUE,Miller
kylehodges,129,3819.83,Employee,Fun!23,Kyle,12/8/73,0,FALSE,Hodges
bryanarriaga,44,14451.46,Employee,Fun!23,Bryan,12/22/73,0,TRUE,Arriaga
crystaljohnson,330,5226,Employee,Fun!23,Crystal,2/16/74,0,TRUE,Johnson
sherekhan,26,14291.94,Customer,Fun!23,Shere,2/18/74,0,FALSE,Khan
courtneyjohnson,339,9582.75,Employee,Fun!23,Courtney,4/14/74,0,FALSE,Johnson
denisemorales,310,8742.54,Employee,Fun!23,Denise,4/30/74,0,FALSE,Morales
jerrylee,199,3519.76,Employee,Fun!23,Jerry,6/2/74,0,TRUE,Lee
joshuagomez,846,12980.18,Employee,Fun!23,Joshua,7/14/74,0,TRUE,Gomez
zacharyellison,206,14404.57,Employee,Fun!23,Zachary,7/31/74,0,FALSE,Ellison
sarahcline,607,7229.47,Employee,Fun!23,Sarah,8/21/74,0,TRUE,Cline
sheilalewis,212,11772.31,Employee,Fun!23,Sheila,9/12/74,0,TRUE,Lewis
monicasullivan,984,2799.79,Employee,Fun!23,Monica,9/23/74,0,FALSE,Sullivan
teresajacobs,381,14119.55,Employee,Fun!23,Teresa,10/24/74,0,TRUE,Jacobs
debrablackwell,504,2224.25,Employee,Fun!23,Debra,12/22/74,0,TRUE,Blackwell
anthonyhardin,390,2134.17,Employee,Fun!23,Anthony,2/18/75,0,FALSE,Hardin
derekirwin,482,9645.48,Employee,Fun!23,Derek,3/16/75,0,TRUE,Irwin
jacobwilliams,386,13896.47,Employee,Fun!23,Jacob,4/27/75,0,TRUE,Williams
scarlion,23,12004.08,Customer,Fun!23,Scar,5/10/75,0,TRUE,Lion
craigoconnell,388,4527.51,Employee,Fun!23,Craig,5/29/75,0,TRUE,Oconnell
scottbailey,636,8758.72,Employee,Fun!23,Scott,7/2/75,0,FALSE,Bailey
justinwilson,165,8372,Employee,Fun!23,Justin,9/17/75,0,FALSE,Wilson
darlenerussell,537,13257.38,Employee,Fun!23,Darlene,10/20/75,0,FALSE,Russell
garabdorji,50,14518.68,Employee,Fun!23,Garab,11/7/75,0,TRUE,Dorji
tylerbaxter,619,2079.48,Employee,Fun!23,Tyler,1/26/76,0,FALSE,Baxter
gabrielsanders,666,5934.61,Employee,Fun!23,Gabriel,6/11/76,0,TRUE,Sanders
jessicasmith,1029,13370.18,Employee,Fun!23,Jessica,7/3/76,0,FALSE,Smith
brandonneal,425,5837.39,Employee,Fun!23,Brandon,7/7/76,0,TRUE,Neal
scottdunn,664,14336.66,Employee,Fun!23,Scott,9/18/76,0,FALSE,Dunn
anthonyhunter,421,11082.41,Employee,Fun!23,Anthony,9/29/76,0,FALSE,Hunter
andrewatkins,696,4258.75,Employee,Fun!23,Andrew,9/30/76,0,FALSE,Atkins
beckygray,432,11470.9,Employee,Fun!23,Becky,10/27/76,0,TRUE,Gray
michaelparrish,674,11547.75,Employee,Fun!23,Michael,11/15/76,0,TRUE,Parrish
christopherwright,248,12848.87,Employee,Fun!23,Christopher,12/5/76,0,FALSE,Wright
georgegilbert,856,13522.36,Employee,Fun!23,George,12/21/76,0,TRUE,Gilbert
alexandrarobinson,293,12522.73,Employee,Fun!23,Alexandra,2/10/77,0,FALSE,Robinson
ericaburch,925,5650.82,Employee,Fun!23,Erica,3/6/77,0,TRUE,Burch
ernestbentley,826,8563.12,Employee,Fun!23,Ernest,3/24/77,0,TRUE,Bentley
bryanwise,871,11803.47,Employee,Fun!23,Bryan,3/24/77,0,TRUE,Wise
joecochran,492,2296.29,Employee,Fun!23,Joe,4/20/77,0,TRUE,Cochran
wesleylambert,479,14871.24,Employee,Fun!23,Wesley,5/22/77,0,TRUE,Lambert
danapark,923,2522.14,Employee,Fun!23,Dana,9/8/77,0,FALSE,Park
thomasclark,139,14271.86,Employee,Fun!23,Thomas,10/2/77,0,FALSE,Clark
jenniferbailey,739,6250.92,Employee,Fun!23,Jennifer,11/5/77,0,TRUE,Bailey
michaeladams,517,13805.02,Employee,Fun!23,Michael,11/22/77,0,TRUE,Adams
christopherjohnson,564,4200.37,Employee,Fun!23,Christopher,1/24/78,0,TRUE,Johnson
deborahhunt,350,4880.7,Employee,Fun!23,Deborah,2/10/78,0,TRUE,Hunt
emilyrichardson,184,14580.75,Employee,Fun!23,Emily,2/18/78,0,TRUE,Richardson
davidmills,306,3320.16,Employee,Fun!23,David,5/11/78,0,TRUE,Mills
oliviaromero,194,8931.85,Employee,Fun!23,Olivia,5/22/78,0,FALSE,Romero
barbaralane,567,7359.32,Employee,Fun!23,Barbara,8/9/78,0,FALSE,Lane
philipcollins,415,4852,Employee,Fun!23,Philip,8/23/78,0,FALSE,Collins
luisjohnson,641,9932.62,Employee,Fun!23,Luis,9/19/78,0,TRUE,Johnson
jeremyrocha,970,8190.83,Employee,Fun!23,Jeremy,10/12/78,0,FALSE,Rocha
quasimododisney,32,9453.96,Customer,Fun!23,Quasimodo,11/12/78,0,TRUE,Disney
loganpalmer,112,4464.01,Employee,Fun!23,Logan,12/8/78,0,TRUE,Palmer
christophersanford,519,2012.65,Employee,Fun!23,Christopher,3/21/79,0,TRUE,Sanford
kimberlygarcia,336,8584.42,Employee,Fun!23,Kimberly,6/1/79,0,FALSE,Garcia
chadclark,574,8274.09,Employee,Fun!23,Chad,6/21/79,0,FALSE,Clark
ashleywalker,673,7215.14,Employee,Fun!23,Ashley,7/10/79,0,FALSE,Walker
soniadurham,874,8847.95,Employee,Fun!23,Sonia,9/12/79,0,TRUE,Durham
raybooth,453,12954.82,Employee,Fun!23,Ray,9/23/79,0,FALSE,Booth
ashleyevans,148,12134.15,Employee,Fun!23,Ashley,10/18/79,0,TRUE,Evans
jasonlee,678,2493,Employee,Fun!23,Jason,12/13/79,0,TRUE,Lee
jeremymorris,193,13003.87,Employee,Fun!23,Jeremy,12/26/79,0,TRUE,Morris
noahhorne,522,8191.73,Employee,Fun!23,Noah,1/21/80,0,TRUE,Horne
amberlong,620,3180.87,Employee,Fun!23,Amber,2/13/80,0,TRUE,Long
lorihall,667,13999.2,Employee,Fun!23,Lori,3/18/80,0,TRUE,Hall
luissolomon,985,2916.7,Employee,Fun!23,Luis,4/16/80,0,TRUE,Solomon
alexisacosta,42,7957.55,Employee,Fun!23,Alexis,6/8/80,0,TRUE,Acosta
jeremiahwilliamson,375,8597.15,Employee,Fun!23,Jeremiah,6/9/80,0,FALSE,Williamson
rodneymoss,906,4610.38,Employee,Fun!23,Rodney,6/9/80,0,TRUE,Moss
curtisphillips,877,13154.99,Employee,Fun!23,Curtis,10/9/80,0,TRUE,Phillips
rodneyberg,557,14937,Employee,Fun!23,Rodney,11/9/80,0,FALSE,Berg
jadecrawford,319,9906.56,Employee,Fun!23,Jade,11/25/80,0,TRUE,Crawford
gregorymaxwell,312,12147.58,Employee,Fun!23,Gregory,11/28/80,0,FALSE,Maxwell
austinlewis,1014,11386.85,Employee,Fun!23,Austin,1/8/81,0,FALSE,Lewis
kellyherring,886,2221.08,Employee,Fun!23,Kelly,1/12/81,0,FALSE,Herring
dianamatthews,563,14887.71,Employee,Fun!23,Diana,2/23/81,0,FALSE,Matthews
ianislas,55,14667.18,Employee,Fun!23,Ian,3/22/81,0,TRUE,Islas
michaelprince,831,13924.29,Employee,Fun!23,Michael,4/3/81,0,TRUE,Prince
karasummers,917,5786.47,Employee,Fun!23,Kara,4/24/81,0,TRUE,Summers
christinawalker,170,6573.61,Employee,Fun!23,Christina,5/3/81,0,FALSE,Walker
shannonwhite,602,4867.69,Employee,Fun!23,Shannon,6/28/81,0,TRUE,White
rachelvasquez,147,10042.73,Employee,Fun!23,Rachel,10/31/81,0,FALSE,Vasquez
allisonchang,276,7506.48,Employee,Fun!23,Allison,11/21/81,0,TRUE,Chang
seanklein,96,14359.43,Employee,Fun!23,Sean,2/26/82,0,TRUE,Klein
angelalang,505,2124.72,Employee,Fun!23,Angela,3/27/82,0,FALSE,Lang
markthompson,830,6847.32,Employee,Fun!23,Mark,4/2/82,0,FALSE,Thompson
johnhill,702,11976.45,Employee,Fun!23,John,5/22/82,0,FALSE,Hill
heathercunningham,626,7409.37,Employee,Fun!23,Heather,6/13/82,0,TRUE,Cunningham
andreavillagomez,86,14485.19,Employee,Fun!23,Andrea,9/10/82,0,TRUE,Villagomez
victoranderson,841,13281.7,Employee,Fun!23,Victor,9/29/82,0,FALSE,Anderson
danielleconrad,993,7196.27,Employee,Fun!23,Danielle,10/10/82,0,FALSE,Conrad
jordanwilson,331,10716.12,Employee,Fun!23,Jordan,10/30/82,0,FALSE,Wilson
craigespinoza,166,5348.71,Employee,Fun!23,Craig,11/2/82,0,FALSE,Espinoza
robertogutierrez,227,14556.84,Employee,Fun!23,Roberto,12/8/82,0,FALSE,Gutierrez
terristrickland,476,2635.97,Employee,Fun!23,Terri,1/9/83,0,TRUE,Strickland
lauriemendoza,770,5549.12,Employee,Fun!23,Laurie,1/20/83,0,TRUE,Mendoza
josephrobinson,872,14861.79,Employee,Fun!23,Joseph,1/31/83,0,FALSE,Robinson
jeremyalvarez,187,7816.24,Employee,Fun!23,Jeremy,2/16/83,0,FALSE,Alvarez
ryanbrown,530,9544.51,Employee,Fun!23,Ryan,2/20/83,0,TRUE,Brown
craigbrown,778,5766.16,Employee,Fun!23,Craig,2/25/83,0,FALSE,Brown
robertlyons,93,7348.76,Employee,Fun!23,Robert,4/1/83,0,FALSE,Lyons
amandajohnson,914,2494.66,Employee,Fun!23,Amanda,5/5/83,0,FALSE,Johnson
kimberlymartinez,656,8358.64,Employee,Fun!23,Kimberly,6/16/83,0,FALSE,Martinez
pinocchiodisney,30,8113.38,Customer,Fun!23,Pinocchio,6/25/83,0,FALSE,Disney
seanhernandez,723,11715.29,Employee,Fun!23,Sean,8/18/83,0,TRUE,Hernandez
marygonzalez,687,6667.7,Employee,Fun!23,Mary,11/2/83,0,FALSE,Gonzalez
michaelfox,487,3488.65,Employee,Fun!23,Michael,11/19/83,0,FALSE,Fox
sandranewton,840,8183.91,Employee,Fun!23,Sandra,1/19/84,0,FALSE,Newton
patrickhenderson,101,14041.2,Employee,Fun!23,Patrick,2/13/84,0,FALSE,Henderson
nicolerowland,197,14486.57,Employee,Fun!23,Nicole,2/19/84,0,TRUE,Rowland
danielmejia,37,11662.76,Employee,Fun!23,Daniel,2/22/84,0,TRUE,Mejia
jennyhenry,313,4732.04,Employee,Fun!23,Jenny,3/20/84,0,FALSE,Henry
destinyferguson,234,14490.34,Employee,Fun!23,Destiny,3/21/84,0,TRUE,Ferguson
samanthahowell,198,2556.57,Employee,Fun!23,Samantha,4/24/84,0,TRUE,Howell
carlfoley,690,13575.05,Employee,Fun!23,Carl,5/6/84,0,TRUE,Foley
jackmorgan,892,13749.13,Employee,Fun!23,Jack,5/9/84,0,TRUE,Morgan
marcdriver,51,9418.73,Employee,Fun!23,Marc,6/3/84,0,FALSE,Driver
michelestevens,114,5591.54,Employee,Fun!23,Michele,6/23/84,0,TRUE,Stevens
lawrencehenry,665,12818.2,Employee,Fun!23,Lawrence,9/13/84,0,FALSE,Henry
angelamcintyre,474,12068.43,Employee,Fun!23,Angela,10/22/84,0,TRUE,Mcintyre
nancymorgan,149,10411.28,Employee,Fun!23,Nancy,11/18/84,0,FALSE,Morgan
perryhill,698,9475.23,Employee,Fun!23,Perry,11/22/84,0,FALSE,Hill
lawrenceprice,606,10578.1,Employee,Fun!23,Lawrence,12/14/84,0,FALSE,Price
bradpatel,92,7260.98,Employee,Fun!23,Brad,12/17/84,0,FALSE,Patel
carolyndunn,876,2012.82,Employee,Fun!23,Carolyn,12/24/84,0,TRUE,Dunn
carmenhays,721,8715.44,Employee,Fun!23,Carmen,1/23/85,0,FALSE,Hays
kevinscott,334,11661.71,Employee,Fun!23,Kevin,2/9/85,0,FALSE,Scott
johnblair,701,5123.18,Employee,Fun!23,John,3/1/85,0,TRUE,Blair
carmenpetersen,988,3374.1,Employee,Fun!23,Carmen,6/7/85,0,TRUE,Petersen
hannaharias,133,8116.03,Employee,Fun!23,Hannah,6/11/85,0,FALSE,Arias
heatherlittle,586,4857.02,Employee,Fun!23,Heather,7/29/85,0,TRUE,Little
andrewtorres,584,9376.1,Employee,Fun!23,Andrew,9/17/85,0,TRUE,Torres
michelleoliver,802,5240.21,Employee,Fun!23,Michelle,11/12/85,0,TRUE,Oliver
shellyjones,1036,3871.33,Employee,Fun!23,Shelly,11/23/85,0,TRUE,Jones
vanessawatson,615,13535.65,Employee,Fun!23,Vanessa,12/1/85,0,TRUE,Watson
huntermoore,416,9956.07,Employee,Fun!23,Hunter,12/12/85,0,FALSE,Moore
peggymurphy,365,4219.37,Employee,Fun!23,Peggy,12/26/85,0,FALSE,Murphy
ronaldbond,627,11794.98,Employee,Fun!23,Ronald,2/2/86,0,TRUE,Bond
kimcraig,1017,14739.9,Employee,Fun!23,Kim,3/6/86,0,TRUE,Craig
emilyjackson,991,10027.13,Employee,Fun!23,Emily,7/8/86,0,FALSE,Jackson
brianjensen,211,12093.03,Employee,Fun!23,Brian,7/13/86,0,FALSE,Jensen
christophercoleman,138,3925.3,Employee,Fun!23,Christopher,8/19/86,0,TRUE,Coleman
beverlyjohnson,121,8388.86,Employee,Fun!23,Beverly,8/27/86,0,FALSE,Johnson
michelleortiz,324,9244.17,Employee,Fun!23,Michelle,12/13/86,0,FALSE,Ortiz
coreywilson,566,11598.68,Employee,Fun!23,Corey,12/16/86,0,TRUE,Wilson
carolinetorres,346,4237.83,Employee,Fun!23,Caroline,12/28/86,0,FALSE,Torres
marklozano,204,7839.92,Employee,Fun!23,Mark,1/7/87,0,TRUE,Lozano
amyparsons,848,14820.23,Employee,Fun!23,Amy,1/23/87,0,FALSE,Parsons
marylee,699,5242.71,Employee,Fun!23,Mary,1/30/87,0,TRUE,Lee
mulandisney,34,5663.67,Customer,Fun!23,Mulan,2/5/87,0,FALSE,Disney
jeffreyweiss,136,11434.95,Employee,Fun!23,Jeffrey,2/19/87,0,FALSE,Weiss
